oscillation with 500ms/7ms timer interrupts, pwm fills 124 and 177, starting after 1s in pwm 220

millis;pwm fill factor;sensor distance in mm
20497;0.49;168 
20509;0.49;170
20523;0.49;169
20535;0.49;173
20548;0.49;177
20561;0.69;179
20575;0.69;184
20588;0.69;184
20601;0.69;189
20615;0.69;189
20628;0.69;193
20641;0.69;194
20654;0.69;195
20667;0.69;255
20680;0.69;255
20694;0.69;255
20707;0.69;255
20720;0.69;255
20733;0.69;255
20747;0.69;255
20760;0.69;255
20772;0.69;255
20786;0.69;255
20799;0.69;255
20812;0.69;255
20826;0.69;255
20839;0.69;255
20852;0.69;255
20866;0.69;255
20878;0.69;255
20891;0.69;255
20904;0.69;255
20918;0.69;255
20931;0.69;255
20944;0.69;193
20958;0.69;191
20971;0.69;191
20983;0.69;190 
20997;0.69;188
21010;0.69;187
21023;0.69;180
21037;0.69;177
21050;0.69;180
21063;0.49;174
21076;0.49;172
21089;0.49;171
21101;0.49;173
21113;0.49;167
21127;0.49;163
21139;0.49;161
21152;0.49;159
21165;0.49;155
21177;0.49;156 
21189;0.49;156
21202;0.49;155
21215;0.49;151
21227;0.49;150
21239;0.49;152
21252;0.49;152
21265;0.49;150
21277;0.49;150
21289;0.49;154
21302;0.49;153
21314;0.49;151
21327;0.49;153
21340;0.49;153
21352;0.49;156
21364;0.49;156
21378;0.49;160
21390;0.49;161
21402;0.49;161
21414;0.49;165
21427;0.49;165
21440;0.49;164
21452;0.49;167
21465;0.49;172
21478;0.49;173
21491;0.49;175
21505;0.49;178
21518;0.49;182
21530;0.49;184
21543;0.49;187
21557;0.49;188
21570;0.69;193
21583;0.69;194
21597;0.69;255
21610;0.69;255
21623;0.69;255
21636;0.69;255
21649;0.69;255
21662;0.69;255
21676;0.69;255
21689;0.69;255
21702;0.69;255
21715;0.69;255
21729;0.69;255
21741;0.69;255 
21754;0.69;255
21768;0.69;255
21781;0.69;255
21794;0.69;255
21808;0.69;255
21821;0.69;255
21834;0.69;255
21848;0.69;255
21860;0.69;255 
21873;0.69;255
21886;0.69;255
21900;0.69;255
21913;0.69;255
21926;0.69;255
21940;0.69;255
21953;0.69;255
21966;0.69;255
21979;0.69;255 
21992;0.69;255
22005;0.69;255
22019;0.69;255
22032;0.69;255
22045;0.69;255
22059;0.49;255
22072;0.49;194
22087;0.49;194
22099;0.49;191
22113;0.49;187
22126;0.49;187
22139;0.49;183
22153;0.49;183
22166;0.49;184
22178;0.49;179
22192;0.49;180
22205;0.49;179
22218;0.49;175
22232;0.49;175
22244;0.49;174
22257;0.49;176
22270;0.49;172
22284;0.49;175
22297;0.49;175
22310;0.49;173
22323;0.49;175
22336;0.49;177
22349;0.49;177
22363;0.49;178
22376;0.49;178
22389;0.49;181
22402;0.49;181
22415;0.49;183
22428;0.49;183
22441;0.49;186
22455;0.49;188
22468;0.49;190
22481;0.49;191
22495;0.49;194
22508;0.49;194
22520;0.49;255
22534;0.49;255
22547;0.49;255
22560;0.69;255
22574;0.69;255
22587;0.69;255
22600;0.69;255
22614;0.69;255
22626;0.69;255 
22639;0.69;255
22652;0.69;255
22666;0.69;255
22679;0.69;255
22692;0.69;255
22706;0.69;255
22719;0.69;255
22731;0.69;255
22745;0.69;255
22758;0.69;255
22771;0.69;255
22785;0.69;255
22798;0.69;255
22811;0.69;255
22824;0.69;255
22837;0.69;255
22850;0.69;255
22863;0.69;255
22877;0.69;255
22890;0.69;255
22903;0.69;255
22917;0.69;255
22930;0.69;255
22943;0.69;255
22956;0.69;255
22969;0.69;255
22982;0.69;255
22995;0.69;255
23009;0.69;255
23022;0.69;255
23035;0.69;255
23049;0.69;255
23062;0.49;255
23074;0.49;255
23088;0.49;255
23101;0.49;255
23114;0.49;255
23128;0.49;255
23141;0.49;255
23154;0.49;255
23166;0.49;255 
23180;0.49;255
23193;0.49;255
23206;0.49;255
23220;0.49;255
23233;0.49;255
23246;0.49;255
23260;0.49;193
23273;0.49;255
23285;0.49;255 
23299;0.49;255
23312;0.49;255
23325;0.49;255
23339;0.49;255
23352;0.49;255
23365;0.49;255
23378;0.49;255
23391;0.49;255
23404;0.49;255
23417;0.49;255
23431;0.49;255
23444;0.49;255
23457;0.49;255
23471;0.49;255
23484;0.49;255
23496;0.49;255
23510;0.49;255
23523;0.49;255
23536;0.49;255
23549;0.49;255
23563;0.69;255
23576;0.69;255
23589;0.69;255
23602;0.69;255
23615;0.69;255
23628;0.69;255
23642;0.69;255
23655;0.69;255
23668;0.69;255
23682;0.69;255
23695;0.69;255
23707;0.69;255 
23720;0.69;255
23734;0.69;255
23747;0.69;255
23760;0.69;255
23774;0.69;255
23787;0.69;255
23800;0.69;255
23813;0.69;255
23826;0.69;255
23839;0.69;255
23853;0.69;255
23866;0.69;255
23879;0.69;255
23892;0.69;255
23906;0.69;255
23919;0.69;255
23931;0.69;255
23945;0.69;255
23958;0.69;255
23971;0.69;255
23985;0.69;255
23998;0.69;255
24011;0.69;255
24025;0.69;255
24037;0.69;255
24050;0.69;255
24064;0.49;255
24077;0.49;255
24090;0.49;255
24103;0.49;255
24117;0.49;255
24130;0.49;255
24143;0.49;255
24156;0.49;255
24169;0.49;255
24182;0.49;255
24196;0.49;255
24209;0.49;255
24222;0.49;255
24236;0.49;255
24249;0.49;255
24261;0.49;255
24274;0.49;255
24288;0.49;255
24301;0.49;255
24314;0.49;255
24328;0.49;255
24341;0.49;255
24354;0.49;255
24367;0.49;255 
24380;0.49;255
24393;0.49;255
24407;0.49;255
24420;0.49;255
24433;0.49;255
24446;0.49;255
24460;0.49;255
24472;0.49;255
24485;0.49;255
24499;0.49;255
24512;0.49;255
24525;0.49;255
24539;0.49;255
24552;0.49;255
24566;0.69;255
24580;0.69;255
24593;0.69;255
24606;0.69;255
24620;0.69;255
24633;0.69;255
24646;0.69;255
24659;0.69;255
24673;0.69;255
24686;0.69;255
24698;0.69;255 
24712;0.69;255
24725;0.69;255
24738;0.69;255
24752;0.69;255
24765;0.69;255
24778;0.69;255
24792;0.69;255
24804;0.69;255
24817;0.69;255
24830;0.69;255
24844;0.69;255
24857;0.69;255
24870;0.69;255
24884;0.69;255
24897;0.69;255
24909;0.69;255
24923;0.69;255
24936;0.69;255
24949;0.69;255
24963;0.69;255
24976;0.69;255
24989;0.69;255
25003;0.69;255
25015;0.69;255
25028;0.69;255
25041;0.69;255
25055;0.69;255
25068;0.49;255
25081;0.49;255
25095;0.49;255
25108;0.49;255
25121;0.49;255
25134;0.49;255
25147;0.49;255
25160;0.49;255
25174;0.49;255
25187;0.49;255
25200;0.49;255
25213;0.49;255
25227;0.49;255
25240;0.49;255
25252;0.49;255
25266;0.49;255
25279;0.49;255
25292;0.49;255
25306;0.49;255
25319;0.49;255
25332;0.49;255
25346;0.49;255
25358;0.49;255
25371;0.49;255
25384;0.49;255
25398;0.49;255
25411;0.49;255
25424;0.49;255
25438;0.49;255 
25453;0.49;255
25467;0.49;255
25481;0.49;255
25494;0.49;255
25506;0.49;255
25520;0.49;255
25533;0.49;255
25546;0.49;255
25560;0.69;255
25573;0.69;255
25586;0.69;255
25600;0.69;255
25613;0.69;255
25625;0.69;255
25638;0.69;255
25652;0.69;255
25665;0.69;255
25678;0.69;255
25692;0.69;255
25705;0.69;255
25718;0.69;255
25731;0.69;255
25744;0.69;255
25757;0.69;255
25771;0.69;255
25784;0.69;255
25797;0.69;255
25810;0.69;255
25824;0.69;255
25836;0.69;255
25849;0.69;255
25863;0.69;255
25876;0.69;255
25889;0.69;255
25903;0.69;255
25916;0.69;255
25929;0.69;255
25942;0.69;255
25955;0.69;255
25968;0.69;255
25981;0.69;255
25995;0.69;255
26008;0.69;255
26021;0.69;255
26035;0.69;255
26047;0.69;255
26060;0.49;255
26074;0.49;255
26087;0.49;255
26100;0.49;255
26114;0.49;255
26127;0.49;255
26140;0.49;255
26152;0.49;255
26166;0.49;255
26179;0.49;255
26192;0.49;255
26206;0.49;255
26219;0.49;255
26232;0.49;255
26246;0.49;255
26258;0.49;255
26272;0.49;255
26286;0.49;255
26299;0.49;255
26312;0.49;255
26326;0.49;255
26338;0.49;255
26351;0.49;255
26364;0.49;255
26379;0.49;255
26392;0.49;255
26405;0.49;255
26418;0.49;255
26431;0.49;255
26445;0.49;255
26459;0.49;255
26472;0.49;255
26485;0.49;255
26498;0.49;255
26511;0.49;255
26524;0.49;255
26537;0.49;255
26551;0.49;255
26564;0.69;255
26577;0.69;255
26591;0.69;255
26603;0.69;255
26616;0.69;255
26630;0.69;255
26643;0.69;255
26656;0.69;255
26670;0.69;255
26683;0.69;255
26696;0.69;255
26710;0.69;255
26722;0.69;255 
26735;0.69;255
26748;0.69;255
26762;0.69;255
26775;0.69;255
26788;0.69;255
26802;0.69;255
26815;0.69;255
26828;0.69;255
26841;0.69;255 
26854;0.69;255
26867;0.69;255
26881;0.69;255
26894;0.69;255
26907;0.69;255
26920;0.69;255
26934;0.69;255
26946;0.69;255
26959;0.69;255
26973;0.69;255
26986;0.69;255
26999;0.69;255
27013;0.69;255
27026;0.69;255
27039;0.69;255
27052;0.69;255
27065;0.49;255
27078;0.49;255
27091;0.49;
