1008;0;255
1021;1;255
1036;1;255
1049;1;255
1062;1;255
1076;1;255
1090;1;255
1103;1;255
1117;1;255
1130;1;255
1144;1;255
1158;1;255
1171;1;255
1185;1;255
1199;1;255
1212;1;255
1225;1;255
1240;1;255
1253;1;255
1266;1;255
1281;1;255
1294;1;255
1307;1;255
1320;1;255
1335;1;255
1348;1;255
1361;1;255
1376;1;255
1389;1;255
1402;1;255
1416;1;255
1430;1;255
1443;1;255
1457;1;255
1471;1;255
1484;1;255
1498;1;255
1511;1;255
1525;1;255
1539;1;255
1552;1;255
1566;1;255
1580;1;255
1593;1;255
1606;1;255
1620;1;255
1634;1;255
1647;1;255
1661;1;255
1675;1;255
1688;1;255
1701;1;255
1716;1;255
1729;1;255
1742;1;255
1757;1;255
1770;1;255
1783;1;255
1797;1;255
1811;1;255
1824;1;255
1838;1;255
1852;1;255
1865;1;255
1879;1;255
1892;1;255
1906;1;255
1920;1;255
1933;1;255
1947;1;255
1960;1;255
1974;1;255
1987;1;255
2001;1;255
2015;1;255
2028;1;255
2042;1;255
2056;1;255
2069;1;255
2082;1;255
2097;1;255
2110;1;255
2123;1;255
2138;1;255
2151;1;255
2164;1;255
2178;1;255
2192;1;255
2205;1;255
2219;1;255
2233;1;255
2246;1;255
2259;1;255
2273;1;255
2287;1;255
2300;1;255
2314;1;255
2328;1;255
2341;1;255
2355;1;255
2368;1;255
2382;1;255
2396;1;255
2409;1;255
2423;1;255
2437;1;255
2450;1;255
2463;1;255
2478;1;255
2491;1;255
2504;1;255
2519;0;255
2532;0;255
2545;0;255
2558;0;255
2573;0;255
2586;0;255
2599;0;255
2614;0;255
2627;0;255
2640;0;255
2654;0;255
2668;0;255
2681;0;255
2695;0;255
2709;0;255
2722;0;255
2736;0;255
2749;0;255
2763;0;255
2777;0;255
2790;0;255
2804;0;255
2818;0;255
2831;0;255
2844;0;255
2859;0;255
2871;0;255
2884;0;255
2897;0;255
2910;0;255
2923;0;255
2935;0;255
2949;0;255
2962;0;255
2974;0;255
2988;0;255
3001;0;255
3013;0;255
3026;0;182
3039;0;179
3052;0;169
3065;0;162
3078;0;149
3090;0;142
3102;0;133
3115;0;120
3127;0;110
3139;0;98
3151;0;87
3163;0;79
3174;0;66
3186;0;58
3197;0;49
3208;0;39
3219;0;27
3230;0;18
3240;0;21
3252;0;21
3262;0;20
3273;0;21
3284;0;21
3295;0;18
3306;0;19
3316;0;19
3328;0;19
3338;0;19
3349;0;18
3360;0;19
3371;0;21
3382;0;20
3392;0;21
3403;0;20
3414;0;19
3425;0;20
3436;0;20
3446;0;22
3458;0;18
3468;0;20
3479;0;21
3489;0;20
3501;0;19
3512;0;19
3522;0;21 
3533;0;19
3544;0;19
3555;0;22
3565;0;18
3576;0;20
3588;0;20
3598;0;19
3609;0;20
3619;0;21
3631;0;18
3642;0;20
3652;0;20
3663;0;21
3674;0;20
3685;0;20
3695;0;19
3706;0;20
3718;0;19
3728;0;19
3739;0;20
3749;0;20
3761;0;21
3771;0;20
3782;0;19
3793;0;21
3804;0;19
3815;0;19
3825;0;22
3836;0;20
3848;0;20
3858;0;19
3869;0;21
3879;0;20
3891;0;21
3901;0;19
3912;0;19
3923;0;20
3934;0;19
3945;0;20
3955;0;18
3966;0;20
3977;0;21
3988;0;20
3999;0;19
4009;0;21 
4021;1;21
4031;1;20
4042;1;21
4052;1;20
4064;1;20
4075;1;21
4087;1;22 
4099;1;20
4109;1;22
4120;1;23
4130;1;22
4142;1;21
4153;1;21
4163;1;24
4174;1;23
4185;1;25
4196;1;28
4207;1;30
4217;1;31
4229;1;32
4239;1;36 
4250;1;40
4260;1;43
4272;1;48
4283;1;53
4293;1;57
4304;1;61
4316;1;66
4327;1;73
4338;1;81
4350;1;91
4362;1;100
4373;1;105
4385;1;119
4398;1;130
4410;1;142
4422;1;153
4434;1;165
4447;1;180
4460;1;192
4472;1;255
4486;1;255
4498;1;255
4511;1;255
4525;1;255
4537;1;255
4550;1;255
4564;1;255
4577;1;255
4591;1;255
4603;1;255
4618;1;255
4631;1;255
4644;1;255
4658;1;255
4672;1;255
4685;1;255
4699;1;255
4713;1;255
4726;1;255
4740;1;255
4753;1;255
4767;1;255
4781;1;255
4794;1;255
4808;1;255
4822;1;255
4835;1;255
4848;1;255
4862;1;255
4876;1;255
4889;1;255
4903;1;255
4917;1;255
4930;1;255
4943;1;255
4958;1;255
4971;1;255
4984;1;255
4999;1;255
5012;1;255
5025;1;255
5039;1;255
5053;1;255
5066;1;255
5080;1;255
5094;1;255
5107;1;255
5121;1;255
5134;1;255
5148;1;255
5161;1;255
5175;1;255
5189;1;255
5202;1;255
5216;1;255
5229;1;255
5243;1;255
5257;1;255
5270;1;255
5284;1;255
5298;1;255
5311;1;255
5324;1;255
5339;1;255
5352;1;255
5365;1;255
5380;1;255
5393;1;255
5406;1;255
5420;1;255
5434;1;255
5447;1;255
5460;1;255
5475;1;255
5488;1;255
5501;1;255
5515;0;255
5529;0;255
5542;0;255
5556;0;255
5570;0;255
5583;0;255
5597;0;255
5610;0;255
5624;0;255
5638;0;255
5651;0;255
5665;0;255
5679;0;255
5692;0;255
5705;0;255
5720;0;255
5733;0;255
5746;0;255
5760;0;255
5773;0;255
5785;0;255
5798;0;255
5811;0;255
5824;0;255
5837;0;255
5850;0;255
5863;0;255
5875;0;255
5889;0;255
5902;0;255
5914;0;255
5927;0;255
5941;0;255
5953;0;255
5966;0;255
5979;0;255
5992;0;255
6005;0;193
6018;0;188
6031;0;179
6043;0;170
6056;0;163
6070;0;150
6082;0;142
6094;0;135
6107;0;126
6118;0;110
6130;0;102
6142;0;93
6155;0;83
6166;0;71
6177;0;62
6189;0;53
6200;0;37
6211;0;26
6221;0;20
6233;0;22
6243;0;21
6254;0;22
6264;0;21
6276;0;21
6287;0;19
6297;0;19
6308;0;22
6319;0;18
6330;0;22
6340;0;19
6351;0;22
6363;0;19
6373;0;21 
6384;0;20
6394;0;22
6406;0;20
6416;0;22
6427;0;20
6438;0;19
6449;0;20
6460;0;22
6470;0;21
6481;0;19
6492;0;20
6503;0;19
6514;0;21
6524;0;22 
6536;0;23
6546;0;22
6557;0;20
6567;0;22
6579;0;23
6590;0;22
6600;0;23
6611;0;22
6622;0;22
6633;0;20
6644;0;21
6654;0;22
6666;0;22
6676;0;21 
6687;0;20
6697;0;20
6709;0;20
6720;0;21
6730;0;21
6742;0;21
6752;0;22
6763;0;20
6773;0;22
6785;0;22
6796;0;22
6806;0;21
6817;0;22
6828;0;21
6839;0;21
6849;0;21
6860;0;21
6872;0;21
6882;0;21
6893;0;22
6903;0;22
6915;0;22
6925;0;21
6936;0;21
6947;0;22
6958;0;19
6969;0;20
6979;0;22
6990;0;21
7001;0;20
7012;1;21
7023;1;22
7033;1;21
7045;1;21
7055;1;22
7066;1;21
7077;1;22
7088;1;21
7099;1;21
7109;1;21
7120;1;23
7131;1;22
7142;1;21
7153;1;23
7163;1;24 
7175;1;23
7187;1;26
7198;1;27
7208;1;27
7220;1;30
7231;1;34
7241;1;38 
7252;1;42
7263;1;47
7274;1;50
7284;1;55
7296;1;60
7307;1;64
7319;1;70 
7330;1;76
7342;1;87
7353;1;92
7365;1;103
7376;1;110
7389;1;122
7401;1;133
7413;1;144
7426;1;158
7438;1;170
7451;1;183
7463;1;255
7477;1;255
7490;1;255
7502;1;255
7516;1;255
7529;1;255
7541;1;255
7555;1;255
7569;1;255
7581;1;255
7596;1;255
7609;1;255
7622;1;255
7636;1;255
7650;1;255
7663;1;255
7676;1;255 
7691;1;255
7704;1;255
7717;1;255
7732;1;255
7745;1;255
7758;1;255
7772;1;255
7786;1;255
7799;1;255
7813;1;255
7827;1;255
7840;1;255
7854;1;255
7867;1;255
7881;1;255
7895;1;255
7908;1;255
7922;1;255
7936;1;255
7949;1;255
7962;1;255
7976;1;255
7990;1;255
