130;255
131;255
132;255
133;255
134;255
135;255
136;255
137;255
138;255
139;255
140;255
141;255
142;255
143;255
144;255
145;255
146;255
147;255
148;255
149;255
150;255
151;255
152;255
153;255
154;255
155;255
156;255
157;255
158;255
159;255
160;255
161;255
162;255
163;255
164;255
165;255
166;255
167;255
168;255
169;255
170;255
171;255
172;255
173;255
174;255
175;255
176;255
177;255
178;255
179;255
180;255
181;255
182;255
183;255
184;255
185;255
186;255
187;255
188;255
189;255
190;255
189;255
188;183
187;153
186;111
185;72
184;27
183;15
182;16
181;13
180;16
179;14
178;15
177;14
176;15
175;17
174;18
173;17
172;15
171;16
170;17
169;17
168;20
167;21
166;24
165;22
164;25
163;30
162;42
161;45
160;44
159;40
158;38
157;36
156;40
155;47
154;48
153;54
152;57
151;64
150;70
149;77
148;87
147;96
146;106
145;119
144;131
143;146
142;170
141;184
140;255
139;255
138;255
137;255
136;255
135;255
134;255
133;255
132;255
131;255
0;
130;255
131;255
132;255
133;255
134;255
135;255
136;255
137;255
138;255
139;255
140;255
141;255
142;255
143;255
144;255
145;255
146;255
147;255
148;255
149;255
150;255
151;255
152;255
153;255
154;255
155;255
156;255
157;255
158;255
159;255
160;255
161;255
162;255
163;255
164;255
165;255
166;255
167;255
168;255
169;255
170;255
171;255
172;255
173;255
174;255
175;255
176;255
177;255
178;255
179;255
180;255
181;255
182;255
183;255
184;255
185;255
186;255
187;255
188;255
189;255
190;255
189;255
188;255
187;255
186;255
185;255
184;255
183;255
182;255
181;167
180;129
179;97
178;57
177;18
176;19
175;13
174;13
173;15
172;16
171;17
170;15
169;17
168;20
167;20
166;16
165;19
164;17
163;20
162;19
161;21
160;25
159;29
158;38
157;41
156;43
155;41
154;39
153;41
152;39
151;42
150;42
149;43
148;47
147;50
146;57
145;65
144;75
143;86
142;97
141;105
140;117
139;136
138;155
137;170
136;187
135;255
134;255
133;255
132;255
131;255
0;
130;255
131;255
132;255
133;255
134;255
135;255
136;255
137;255
138;255
139;255
140;255
141;255
142;255
143;255
144;255
145;255
146;255
147;255
148;255
149;255
150;255
151;255
152;255
153;255
154;255
155;255
156;255
157;255
158;255
159;255
160;255
161;255
162;255
163;255
164;255
165;255
166;255
167;255
168;255
169;255
170;255
171;255
172;255
173;255
174;255
175;255
176;255
177;255
178;255
179;255
180;255
181;255
182;255
183;255
184;255
185;255
186;255
187;255
188;255
189;192
190;135
189;97
188;58
187;14
186;16
185;15
184;13
183;14
182;14
181;15
180;16
179;14
178;18
177;15
176;15
175;15
174;14
173;13
172;16
171;16
170;16
169;17
168;15
167;18
166;18
165;19
164;22
163;21
162;25
161;33
160;37
159;41
158;44
157;44
156;44
155;42
154;42
153;44
152;43
151;48
150;52
149;58
148;59
147;64
146;67
145;74
144;87
143;97
142;111
141;122
140;143
139;158
138;180
137;255
136;255
135;255
134;255
133;255
132;255
131;255
0;
130;255
131;255
132;255
133;255
134;255
135;255
136;255
137;255
138;255
139;255
140;255
141;255
142;255
143;255
144;255
145;255
146;255
147;255
148;255
149;255
150;255
151;255
152;255
153;255
154;255
155;255
156;255
157;255
158;255
159;255
160;255
161;255
162;255
163;255
164;255
165;255
166;255
167;255
168;255
169;255
170;255
171;255
172;255
173;255
174;255
175;255
176;255
177;255
178;255
179;255
180;255
181;255
182;255
183;255
184;255
185;255
186;255
187;255
188;255
189;255
190;167
189;127
188;84
187;44
186;13
185;15
184;17
183;12
182;13
181;15
180;14
179;15
178;16
177;14
176;15
175;18
174;16
173;15
172;17
171;16
170;17
169;18
168;20
167;21
166;21
165;30
164;34
163;40
162;36
161;32
160;33
159;38
158;45
157;44
156;43
155;43
154;44
153;47
152;49
151;51
150;55
149;60
148;66
147;78
146;87
145;99
144;112
143;124
142;135
141;149
140;164
139;175
138;191
137;255
136;255
135;255
134;255
133;255
132;255
131;255
0;
130;255
131;255
132;255
133;255
134;255
135;255
136;255
137;255
138;255
139;255
140;255
141;255
142;255
143;255
144;255
145;255
146;255
147;255
148;255
149;255
150;255
151;255
152;255
153;255
154;255
155;255
156;255
157;255
158;255
159;255
160;255
161;255
162;255
163;255
164;255
165;255
166;255
167;255
168;255
169;255
170;255
171;255
172;255
173;255
174;255
175;255
176;255
177;255
178;255
179;255
180;255
181;255
182;255
183;255
184;255
