millis;pwm fill factor;sensor distance in mm
36179;0.53;23
36191;0.53;22
36202;0.53;22
36213;0.53;25
36225;0.53;24
36236;0.53;24
36246;0.53;26
36257;0.53;27
36269;0.53;26
36280;0.53;27
36291;0.53;28
36302;0.53;29
36313;0.53;29
36324;0.53;34
36335;0.53;33
36346;0.53;35
36358;0.53;35
36369;0.53;38
36379;0.53;39
36390;0.53;42
36402;0.53;43
36413;0.53;43
36424;0.53;45
36435;0.53;48
36446;0.53;49
36457;0.53;53
36468;0.53;51
36480;0.53;55 
36491;0.53;58
36502;0.53;57
36516;0.53;60
36528;0.53;62
36540;0.53;63
36551;0.53;65
36563;0.69;68
36575;0.69;67
36587;0.69;70
36598;0.69;74
36611;0.69;73
36622;0.69;78 
36634;0.69;75
36645;0.69;78
36658;0.69;81
36669;0.69;85
36681;0.69;81
36692;0.69;85
36705;0.69;84
36716;0.69;85 
36728;0.69;85
36740;0.69;85
36752;0.69;85
36763;0.69;85
36775;0.69;85
36787;0.69;83
36799;0.69;86
36810;0.69;82
36823;0.69;83
36834;0.69;82
36846;0.69;80
36857;0.69;80
36870;0.69;78
36881;0.69;80
36893;0.69;75
36904;0.69;72 
36917;0.69;73
36928;0.69;68
36940;0.69;68
36952;0.69;66
36964;0.69;65
36975;0.69;63
36987;0.69;62
36999;0.69;60 
37011;0.69;58
37022;0.69;59
37033;0.69;54
37045;0.69;51 
37056;0.69;50
37067;0.53;48
37078;0.53;45
37089;0.53;44
37100;0.53;43
37111;0.53;40
37123;0.53;38
37134;0.53;37
37144;0.53;36
37155;0.53;34
37167;0.53;32
37178;0.53;32
37189;0.53;33
37200;0.53;28
37211;0.53;28
37222;0.53;27
37233;0.53;27
37244;0.53;27
37256;0.53;26
37267;0.53;28
37277;0.53;26
37288;0.53;27
37300;0.53;29
37311;0.53;24 
37322;0.53;26
37334;0.53;26
37344;0.53;30
37355;0.53;28
37366;0.53;31
37378;0.53;32
37389;0.53;33
37400;0.53;36
37410;0.53;38
37422;0.53;39
37433;0.53;38
37444;0.53;39
37455;0.53;43
37467;0.53;43
37477;0.53;47
37488;0.53;45
37499;0.53;51
37511;0.53;52
37522;0.53;52
37533;0.53;56
37543;0.53;56
37556;0.53;56
37567;0.69;60
37579;0.69;60
37591;0.69;64
37603;0.69;68
37614;0.69;69
37626;0.69;71
37638;0.69;72
37650;0.69;72
37661;0.69;75
37673;0.69;77
37685;0.69;78
37697;0.69;81
37708;0.69;81
37721;0.69;84
37732;0.69;82
37744;0.69;85
37755;0.69;82
37768;0.69;82
37779;0.69;84
37791;0.69;82
37803;0.69;80
37815;0.69;83
37826;0.69;82
37838;0.69;81
37850;0.69;78
37862;0.69;77
37873;0.69;77
37885;0.69;76
37897;0.69;76
37909;0.69;72
37920;0.69;72
37933;0.69;69
37944;0.69;68
37956;0.69;64
37967;0.69;62
37980;0.69;60
37991;0.69;58
38003;0.69;57
38014;0.69;56
38027;0.69;53
38038;0.69;52
38049;0.69;48
38060;0.53;46
38071;0.53;46
38082;0.53;43
38093;0.53;41 
38105;0.53;38
38116;0.53;37
38126;0.53;34
38137;0.53;30
38149;0.53;27
38160;0.53;25
38171;0.53;22
38182;0.53;22
38193;0.53;23
38204;0.53;23
38215;0.53;23
38226;0.53;21
38238;0.53;25
38249;0.53;25
38259;0.53;25
38270;0.53;26
38282;0.53;29
38293;0.53;29
38304;0.53;30
38316;0.53;30
38326;0.53;33
38337;0.53;36
38348;0.53;32
38360;0.53;36 
38371;0.53;36
38382;0.53;38
38392;0.53;41
38404;0.53;41
38415;0.53;43
38426;0.53;46
38437;0.53;47
38449;0.53;49
38459;0.53;49
38470;0.53;56
38481;0.53;56
38493;0.53;56
38504;0.53;57
38515;0.53;57
38528;0.53;61
38539;0.53;65 
38551;0.53;65
38562;0.69;66
38575;0.69;68
38586;0.69;69
38598;0.69;72
38609;0.69;75
38622;0.69;76
38633;0.69;76 
38645;0.69;77
38657;0.69;77
38669;0.69;80
38680;0.69;80
38692;0.69;81
38704;0.69;81
38716;0.69;78
38727;0.69;81 
38739;0.69;82
38751;0.69;79
38763;0.69;78
38774;0.69;80
38787;0.69;77
38798;0.69;77
38810;0.69;79
38821;0.69;74 
38834;0.69;75
38845;0.69;72
38857;0.69;72
38868;0.69;69
38881;0.69;69
38892;0.69;65
38904;0.69;65
38916;0.69;64 
38928;0.69;62
38939;0.69;60
38951;0.69;58
38963;0.69;57
38974;0.69;54
38986;0.69;52
38996;0.69;54
39008;0.69;51
39019;0.69;48
39030;0.69;46
39042;0.69;44
39053;0.69;43
39063;0.53;42
39074;0.53;40
39086;0.53;42
39097;0.53;38 
39108;0.53;36
39119;0.53;37
39130;0.53;35
39141;0.53;32
39152;0.53;31
39163;0.53;30
39175;0.53;28
39186;0.53;26
39196;0.53;26
39207;0.53;24
39219;0.53;24
39230;0.53;24
39241;0.53;24
39252;0.53;23
39263;0.53;24
39274;0.53;25
39285;0.53;24
39297;0.53;24
39308;0.53;23
39319;0.53;27
39329;0.53;27
39341;0.53;27
39352;0.53;29
39363;0.53;32 
39374;0.53;32
39386;0.53;31
39396;0.53;33
39407;0.53;37
39418;0.53;38
39432;0.53;41
39443;0.53;41
39454;0.53;45
39464;0.53;44
39476;0.53;45
39487;0.53;49
39498;0.53;51 
39510;0.53;51
39521;0.53;55
39531;0.53;56
39542;0.53;57
39554;0.53;60
39566;0.69;60
39577;0.69;61
39589;0.69;65
39601;0.69;62
39613;0.69;66
39624;0.69;65
39636;0.69;69
39648;0.69;70
39660;0.69;70
39671;0.69;73
39684;0.69;75
39695;0.69;72
39707;0.69;73
39718;0.69;73
39731;0.69;72
39742;0.69;75
39754;0.69;71
39766;0.69;72
39778;0.69;74
39789;0.69;70
39801;0.69;73
39813;0.69;70
39825;0.69;69
39836;0.69;68
39848;0.69;68
39860;0.69;67
39872;0.69;66
39883;0.69;64
39896;0.69;62
39907;0.69;60
39919;0.69;59
39930;0.69;57
39943;0.69;58
39954;0.69;52
39965;0.69;51 
39976;0.69;51
39988;0.69;46
39998;0.69;46
40009;0.69;43
40020;0.69;40
40032;0.69;39
40043;0.69;34
40054;0.69;33
40065;0.53;29
40076;0.53;29
40087;0.53;29
40098;0.53;25
40110;0.53;23
40121;0.53;22
40131;0.53;24
40142;0.53;22
40154;0.53;24
40165;0.53;25
40176;0.53;26
40187;0.53;24
40198;0.53;26
40209;0.53;26
40220;0.53;26
40231;0.53;26 
40243;0.53;26
40254;0.53;29
40264;0.53;25
40275;0.53;27
40287;0.53;28
40298;0.53;30
40309;0.53;31
40321;0.53;29
40331;0.53;32
40342;0.53;36
40353;0.53;34
40365;0.53;36
40376;0.53;39
40387;0.53;39
40397;0.53;39
40409;0.53;43
40420;0.53;46
40431;0.53;46
40442;0.53;48
40454;0.53;52
40464;0.53;52
40475;0.53;54
40486;0.53;56
40499;0.53;59
40510;0.53;59
40522;0.53;60
40534;0.53;63
40546;0.53;65
40557;0.53;69
40569;0.69;71
40581;0.69;74
40593;0.69;78
40604;0.69;76
40616;0.69;78
40628;0.69;82
40640;0.69;86
40651;0.69;84
40664;0.69;86
40675;0.69;89
40687;0.69;91
40698;0.69;92
40711;0.69;92
40722;0.69;95
40734;0.69;94
40745;0.69;95
40758;0.69;94
40769;0.69;94
40781;0.69;92
40793;0.69;95
40805;0.69;91
40816;0.69;95
40828;0.69;92
40840;0.69;90
40852;0.69;92
40863;0.69;90
40876;0.69;88
40887;0.69;87
40899;0.69;83
40910;0.69;84
40923;0.69;82
40934;0.69;79
40946;0.69;78
40957;0.69;77
40970;0.69;72
40981;0.69;69
40993;0.69;68
41005;0.69;68
41017;0.69;64
41028;0.69;62
41040;0.69;60
41052;0.69;58
41064;0.53;58
41075;0.53;55
41088;0.53;52
41098;0.53;50
41109;0.53;51
41120;0.53;47
41132;0.53;48
41143;0.53;44
41154;0.53;42
41164;0.53;42
41176;0.53;38
41187;0.53;38
41198;0.53;36 
41209;0.53;35
