millis;pwm fill factor;sensor distance in mm
18443;0.53;45
18454;0.53;48
18465;0.53;47 
18477;0.53;48
18487;0.53;51
18498;0.53;51
18509;0.53;55
18521;0.53;55
18532;0.53;57
18543;0.53;59
18555;0.53;58
18567;0.69;57
18579;0.69;65
18590;0.69;65
18603;0.69;65
18614;0.69;65
18626;0.69;68
18637;0.69;73
18650;0.69;69
18661;0.69;72
18673;0.69;75
18684;0.69;74
18697;0.69;75
18708;0.69;76
18720;0.69;78
18732;0.69;77
18744;0.69;76
18755;0.69;75
18767;0.69;74
18779;0.69;73
18791;0.69;76
18802;0.69;74
18814;0.69;75
18826;0.69;70
18838;0.69;70
18849;0.69;69
18862;0.69;68
18873;0.69;67
18885;0.69;66
18896;0.69;67
18909;0.69;63
18920;0.69;61
18932;0.69;58
18944;0.69;57
18956;0.69;56
18967;0.69;56
18978;0.69;52
18990;0.69;50
19001;0.69;48
19012;0.69;45
19022;0.69;45
19034;0.69;41
19047;0.69;39
19058;0.69;34
19069;0.53;35
19081;0.53;32
19091;0.53;31
19102;0.53;30
19113;0.53;25
19125;0.53;24
19136;0.53;23
19147;0.53;22
19158;0.53;23
19169;0.53;23
19180;0.53;23
19191;0.53;23
19203;0.53;23
19214;0.53;24
19224;0.53;24
19235;0.53;25
19247;0.53;25
19258;0.53;24
19269;0.53;24
19280;0.53;25
19291;0.53;27
19302;0.53;28
19313;0.53;26
19324;0.53;28
19336;0.53;28
19347;0.53;30
19357;0.53;32
19368;0.53;34
19380;0.53;33
19391;0.53;36
19402;0.53;39
19414;0.53;36
19424;0.53;39
19435;0.53;37
19446;0.53;41
19458;0.53;43
19469;0.53;47
19480;0.53;44
19490;0.53;48
19502;0.53;48
19513;0.53;49
19524;0.53;51
19535;0.53;52
19547;0.53;54
19557;0.53;56
19569;0.69;59
19580;0.69;59
19592;0.69;60
19604;0.69;64
19615;0.69;62
19628;0.69;63
19639;0.69;65
19651;0.69;66
19662;0.69;69
19675;0.69;67
19686;0.69;68
19698;0.69;69
19709;0.69;70
19722;0.69;69
19733;0.69;70
19745;0.69;71
19757;0.69;71
19769;0.69;70
19780;0.69;68
19792;0.69;66
19804;0.69;68
19816;0.69;66
19827;0.69;64
19840;0.69;63
19851;0.69;61
19863;0.69;58
19874;0.69;58
19887;0.69;57
19898;0.69;56
19909;0.69;51
19920;0.69;51
19932;0.69;48
19943;0.69;45
19953;0.69;44
19964;0.69;43
19976;0.69;40
19987;0.69;38
19998;0.69;37
20009;0.69;33
20020;0.69;32
20031;0.69;27
20042;0.69;27
20054;0.69;25
20065;0.53;23
20076;0.53;21
20086;0.53;23
20098;0.53;25
20109;0.53;22
20120;0.53;22
20131;0.53;24
20143;0.53;24
20153;0.53;24
20164;0.53;24
20175;0.53;23
20187;0.53;24
20198;0.53;24
20209;0.53;25
20219;0.53;24
20231;0.53;25
20242;0.53;28
20253;0.53;28
20264;0.53;29
20276;0.53;30
20286;0.53;32
20297;0.53;33
20308;0.53;35
20320;0.53;36
20331;0.53;37
20342;0.53;40
20353;0.53;40
20364;0.53;42
20375;0.53;41
20386;0.53;46
20398;0.53;46
20409;0.53;49
20419;0.53;50
20430;0.53;51
20442;0.53;52
20453;0.53;57
20464;0.53;57
20475;0.53;59
20488;0.53;62
20499;0.53;64
20511;0.53;64
20523;0.53;66
20535;0.53;68
20546;0.53;72
20558;0.53;72
20570;0.69;74
20582;0.69;79
20593;0.69;79
20605;0.69;82
20617;0.69;83
20629;0.69;83
20640;0.69;84
20653;0.69;88
20664;0.69;90
20676;0.69;90
20687;0.69;90
20700;0.69;91
20711;0.69;92
20723;0.69;93
20734;0.69;90
20747;0.69;93
20758;0.69;92
20770;0.69;91
20782;0.69;91
20794;0.69;88
20805;0.69;88
20817;0.69;86
20829;0.69;86
20841;0.69;85
20852;0.69;82
20865;0.69;80
20876;0.69;78
20888;0.69;77
20899;0.69;72
20912;0.69;72
20923;0.69;69
20935;0.69;66
20946;0.69;65
20959;0.69;61
20970;0.69;60
20982;0.69;55
20994;0.69;54
21005;0.69;49
21016;0.69;47
21027;0.69;43
21039;0.69;42
21049;0.69;38
21060;0.53;35
21071;0.53;33
21083;0.53;29
21094;0.53;24
21105;0.53;22
21115;0.53;22
21127;0.53;22
21138;0.53;24
21149;0.53;24
21160;0.53;22
21172;0.53;23
21182;0.53;24
21193;0.53;23
21204;0.53;24
21216;0.53;25
21227;0.53;23
21238;0.53;23
21249;0.53;25
21260;0.53;25
21271;0.53;26
21282;0.53;28
21294;0.53;27
21305;0.53;28
21315;0.53;29
21326;0.53;31
21338;0.53;33
21349;0.53;34
21360;0.53;34
21371;0.53;37
21382;0.53;36
21393;0.53;39
21404;0.53;41
21415;0.53;42
21427;0.53;45
21438;0.53;44
21448;0.53;47
21459;0.53;49
21471;0.53;52
21482;0.53;53
21493;0.53;55
21505;0.53;57
21515;0.53;60
21527;0.53;60
21538;0.53;63
21551;0.53;63
21562;0.69;68
21574;0.69;68
21585;0.69;71
21598;0.69;75
21609;0.69;74
21621;0.69;79
21633;0.69;78
21645;0.69;82
21656;0.69;82
21668;0.69;80
21680;0.69;84
21692;0.69;83
21703;0.69;84
21715;0.69;85
21727;0.69;86
21739;0.69;86
21750;0.69;87
21763;0.69;86
21774;0.69;88
21786;0.69;84
21797;0.69;84
21810;0.69;85
21821;0.69;85
21833;0.69;81
21844;0.69;79
21857;0.69;78
21868;0.69;74
21880;0.69;73
21892;0.69;74
21904;0.69;71
21915;0.69;69
21927;0.69;67
21939;0.69;64
21953;0.69;64
21964;0.69;62
21977;0.69;60
21988;0.69;58
22000;0.69;57
22011;0.69;53
22023;0.69;54
22034;0.69;51
22045;0.69;48
22056;0.69;47
22068;0.53;43
22078;0.53;42
22089;0.53;38
22100;0.53;36
22112;0.53;35
22123;0.53;34
22134;0.53;31
22145;0.53;30
22156;0.53;28
22167;0.53;28
22178;0.53;25
22190;0.53;24
22201;0.53;24
22211;0.53;23
22222;0.53;24
22234;0.53;25
22245;0.53;25
22256;0.53;25
22267;0.53;26
22278;0.53;25
22289;0.53;26
22300;0.53;27
22311;0.53;26
22323;0.53;27
22334;0.53;28
22344;0.53;33
22355;0.53;33
22367;0.53;37
22378;0.53;37
22389;0.53;39
22401;0.53;42
22411;0.53;42
22422;0.53;48
22433;0.53;50
22445;0.53;51
22456;0.53;54
22467;0.53;55
22477;0.53;57
22490;0.53;59
22501;0.53;62
22513;0.53;63
22524;0.53;67
22537;0.53;68
22548;0.53;70
22560;0.69;76
22572;0.69;76
22584;0.69;80
22595;0.69;79
22607;0.69;82
22619;0.69;84
22631;0.69;86
22642;0.69;88
22654;0.69;91
22666;0.69;93
22678;0.69;92
22689;0.69;95
22702;0.69;96
22713;0.69;98
22725;0.69;96
22736;0.69;98
22749;0.69;97
22760;0.69;97
22772;0.69;96
22784;0.69;96
22796;0.69;95
22807;0.69;95
22819;0.69;96
22831;0.69;96
22843;0.69;93
22854;0.69;93
22866;0.69;90
22878;0.69;89
22890;0.69;87
22901;0.69;82
22914;0.69;85
22925;0.69;81
22937;0.69;77
22948;0.69;76
22961;0.69;74
22972;0.69;73
22984;0.69;72
22995;0.69;69
23008;0.69;65
23019;0.69;65
23031;0.69;61
23043;0.69;57
23055;0.69;59
23066;0.53;55
23078;0.53;54
23090;0.53;51
23101;0.53;49
23111;0.53;46
23122;0.53;41
23134;0.53;40
23145;0.53;37
23156;0.53;33
23168;0.53;32
23178;0.53;31
23189;0.53;28
23200;0.53;24
23212;0.53;23
23223;0.53;22
23234;0.53;23
23244;0.53;24
23256;0.53;23
23267;0.53;26
23278;0.53;26
23289;0.53;28
23301;0.53;27
23311;0.53;27
23322;0.53;28
23333;0.53;29
23345;0.53;32
23356;0.53;32
23367;0.53;33
23377;0.53;33
23389;0.53;36
23400;0.53;39
23411;0.53;41
23422;0.53;40
23434;0.53;41
23444;0.53;41
23455;0.53;46
23467;0.53;47
23478;0.53;48
23489;0.53;52
23500;0.53;50
23511;0.53;53
23522;0.53;55
23533;0.53;57
23545;0.53;61
23557;0.53;63
23569;0.69;63
23580;0.69;68
23592;0.69;65
23604;0.69;70
23616;0.69;71
23627;0.69;74
23640;0.69;75
23651;0.69;76
23663;0.69;77
23674;0.69;78
23687;0.69;80
23698;0.69;80
23710;0.69;83
23721;0.69;82
23734;0.69;82
23745;0.69;83
23757;0.69;83
23769;0.69;83
23781;0.69;85
23792;0.69;83
23804;0.69;86
23816;0.69;81
23828;0.69;80
23839;0.69;83
23852;0.69;79
23863;0.69;78
23875;0.69;75
23886;0.69;75
23899;0.69;74
23910;0.69;72
23922;0.69;73
23933;0.69;67
23946;0.69;68
23957;0.69;65
23969;0.69;59
23981;0.69;63
23993;0.69;60
24004;0.69;59
24016;0.69;54
24028;0.69;53
24039;0.69;50
24050;0.69;49
24061;0.53;48
24072;0.53;45
24083;0.53;41
24094;0.53;38
24105;0.53;37
24117;0.53;32
24128;0.53;31
24138;0.53;30
24150;0.53;28
24161;0.53;25
24172;0.53;24
24183;0.53;25
24195;0.53;23
24205;0.53;24
24216;0.53;22
24227;0.53;24
24239;0.53;23
24250;0.53;25
24261;0.53;25
24271;0.53;29
24283;0.53;27
24294;0.53;32
24305;0.53;31
24316;0.53;32
24328;0.53;33
24338;0.53;36
24349;0.53;36
24360;0.53;39
24372;0.53;40
24383;0.53;43
24394;0.53;45
24404;0.53;44
24416;0.53;47
24427;0.53;50
24438;0.53;50
24450;0.53;51
24461;0.53;53
24471;0.53;55
24482;0.53;56
24494;0.53;58
24506;0.53;59
24517;0.53;60
24529;0.53;64
24541;0.53;65
24553;0.53;69
24564;0.69;70
24577;0.69;74
24588;0.69;71
24600;0.69;75
24611;0.69;77
24624;0.69;78
24635;0.69;80
24647;0.69;83
24658;0.69;83
24671;0.69;86
24682;0.69;86
24694;0.69;84
24706;0.69;85
24718;0.69;87
24729;0.69;86
24741;0.69;88
24753;0.69;86
24765;0.69;90
24776;0.69;85
24788;0.69;88
24800;0.69;84
24812;0.69;86
24823;0.69;84
24836;0.69;84
24847;0.69;82
24859;0.69;82
24872;0.69;77
24885;0.69;79
24896;0.69;76
24908;0.69;75
24920;0.69;72
24932;0.69;70
24943;0.69;69
24955;0.69;66
24967;0.69;64
24979;0.69;62
24990;0.69;60
25003;0.69;60
25014;0.69;57
25026;0.69;57
25036;0.69;53
25048;0.69;51
25059;0.53;49
25070;0.53;46
25081;0.53;42
25093;0.53;42
25103;0.53;40
25114;0.53;36
25125;0.53;35
25137;0.53;33
25148;0.53;30
25159;0.53;28
25169;0.53;27
25181;0.53;24
25192;0.53;24
25203;0.53;21
25214;0.53;23
25226;0.53;23
25236;0.53;25
25247;0.53;22
25259;0.53;24
25270;0.53;27
25281;0.53;25
25292;0.53;28
25303;0.53;29
25314;0.53;30
25325;0.53;30
25336;0.53;32
25348;0.53;32
25359;0.53;34
25369;0.53;37
25380;0.53;38
25392;0.53;39
25403;0.53;42
25414;0.53;43
25425;0.53;45
25436;0.53;47
25447;0.53;50
25458;0.53;51
25469;0.53;52
25481;0.53;54
25492;0.53;56
25503;0.53;59
25516;0.53;59
25527;0.53;62
25539;0.53;63
25550;0.53;68
25563;0.69;66
25574;0.69;68
25586;0.69;74
25597;0.69;75
25610;0.69;75
25621;0.69;79
25633;0.69;79
25645;0.69;82
25657;0.69;86
25668;0.69;86
25680;0.69;87
25692;0.69;86
25704;0.69;88
25715;0.69;86
25728;0.69;87
25739;0.69;87
25751;0.69;88
25762;0.69;87
25775;0.69;86
25786;0.69;85
25798;0.69;81
25809;0.69;83
25822;0.69;83
25833;0.69;80
25845;0.69;77
25857;0.69;77
25869;0.69;75
25880;0.69;71
25892;0.69;72
25904;0.69;69
25916;0.69;67
25927;0.69;64
25939;0.69;61
25951;0.69;61
25963;0.69;56
25974;0.69;53
25987;0.69;53
25997;0.69;52
26008;0.69;49
26019;0.69;47
26031;0.69;44
26042;0.69;41
26053;0.69;39
26063;0.53;34
26075;0.53;30
26086;0.53;29
26097;0.53;27
26108;0.53;23
26120;0.53;23
26130;0.53;21
26141;0.53;23
26152;0.53;25
26164;0.53;24
26175;0.53;26
26186;0.53;25
26196;0.53;25
26208;0.53;27
26219;0.53;27
26230;0.53;30
26242;0.53;28
26253;0.53;29
26263;0.53;29
26274;0.53;29
26286;0.53;30
26297;0.53;31
26308;0.53;31
26319;0.53;32
26330;0.53;33
26341;0.53;34
26352;0.53;36
26363;0.53;35
26375;0.53;38
26386;0.53;40
26396;0.53;40
26407;0.53;44
26419;0.53;47
26430;0.53;47
26441;0.53;46
26452;0.53;49
26463;0.53;50
26474;0.53;54
26485;0.53;55
26497;0.53;55
26508;0.53;58
26519;0.53;59
26531;0.53;61
26543;0.53;61
26555;0.53;63
26566;0.69;68
26578;0.69;68
26590;0.69;67
26602;0.69;71
26613;0.69;72
26626;0.69;72
26637;0.69;76
26649;0.69;76
26660;0.69;79
26673;0.69;81
26684;0.69;82
26696;0.69;83
26707;0.69;82
26720;0.69;84
26731;0.69;82
26743;0.69;87
26755;0.69;86
26767;0.69;82
26778;0.69;84
26790;0.69;83
26802;0.69;82
26814;0.69;78
26825;0.69;77
26838;0.69;77
26849;0.69;79
26861;0.69;76
26872;0.69;75
26885;0.69;76
26896;0.69;70
26908;0.69;70
26919;0.69;68
26932;0.69;68
26943;0.69;64
26955;0.69;61
26967;0.69;61
26979;0.69;60
26990;0.69;57
27002;0.69;55
27014;0.69;54
27025;0.69;52
27036;0.69;48
27047;0.69;49
27059;0.53;43
27069;0.53;42
27080;0.53;38
27091;0.53;34
27103;0.53;31
27114;0.53;28
27125;0.53;25
27136;0.53;22
27147;0.53;21
27158;0.53;22
27169;0.53;23
27181;0.53;22
27192;0.53;25
27202;0.53;26
27213;0.53;25
27225;0.53;26
27236;0.53;28
27247;0.53;27
27258;0.53;28
27269;0.53;27
27280;0.53;28
27291;0.53;29
27302;0.53;28
27314;0.53;30
27325;0.53;30
27335;0.53;31
27346;0.53;33
27358;0.53;32
27369;0.53;35
27380;0.53;34
27392;0.53;39
27402;0.53;39
27413;0.53;41
27424;0.53;43
27436;0.53;45
27447;0.53;45
27458;0.53;46
27468;0.53;46
27480;0.53;48
27491;0.53;52
27502;0.53;53
27513;0.53;56
27525;0.53;58
27535;0.53;58
27547;0.53;57
27558;0.69;62
27571;0.69;65
27582;0.69;68
27594;0.69;67
27606;0.69;70
27618;0.69;73
27629;0.69;76
27641;0.69;77
27653;0.69;78
27665;0.69;81
27676;0.69;83
27688;0.69;83
27700;0.69;88
27712;0.69;85
27723;0.69;87
27736;0.69;87
27747;0.69;86
27759;0.69;87
27770;0.69;88
27785;0.69;86
27796;0.69;87
27808;0.69;88
27820;0.69;84
27832;0.69;85
27843;0.69;85
27855;0.69;83
27867;0.69;81
27879;0.69;80
27890;0.69;80
27902;0.69;75
27914;0.69;75
27926;0.69;70
27937;0.69;70
27950;0.69;69
27961;0.69;68
27973;0.69;65
27984;0.69;63
27997;0.69;62
28008;0.69;59
28020;0.69;56
28032;0.69;54
28043;0.69;52
28053;0.69;50
28064;0.53;46
28076;0.53;44
28087;0.53;38
28098;0.53;39
28109;0.53;39
28120;0.53;32
28131;0.53;30
28142;0.53;28
28153;0.53;28
28165;0.53;24
28176;0.53;22
28186;0.53;25
28197;0.53;23
28209;0.53;23
28220;0.53;23
28231;0.53;24
28242;0.53;25
28253;0.53;25
28264;0.53;29
28275;0.53;28
28286;0.53;30
28298;0.53;32
28309;0.53;31
28319;0.53;34
28331;0.53;33
28342;0.53;35
28353;0.53;36
28364;0.53;39
28376;0.53;40
28386;0.53;43
28397;0.53;44
28408;0.53;44
28420;0.53;47
28431;0.53;48
28442;0.53;48
28452;0.53;53
28464;0.53;54
28475;0.53;55
28486;0.53;56
28497;0.53;58
28509;0.53;60
28521;0.53;62
28532;0.53;61
28545;0.53;64
28556;0.53;65
28568;0.69;65
28579;0.69;69
28592;0.69;69
28603;0.69;71
28615;0.69;72
28626;0.69;75
28639;0.69;77
28650;0.69;75
28662;0.69;78
28674;0.69;78
28686;0.69;80
28697;0.69;81
28709;0.69;80
28721;0.69;81
28733;0.69;81
28744;0.69;82
28756;0.69;80
28768;0.69;84
28780;0.69;83
28791;0.69;82
28804;0.69;79
28815;0.69;80
28827;0.69;80
28838;0.69;77
28851;0.69;78
28862;0.69;75
28874;0.69;74
28886;0.69;73
28898;0.69;73
28909;0.69;68
28921;0.69;66
28933;0.69;65
28945;0.69;66
28956;0.69;63
28968;0.69;61
28980;0.69;56
28992;0.69;56
29003;0.69;56
29015;0.69;53
29026;0.69;52
29037;0.69;50
29048;0.69;47
29059;0.53;42
29070;0.53;44
29081;0.53;39
29092;0.53;37
29104;0.53;35
29115;0.53;31
29125;0.53;29
29136;0.53;25
29148;0.53;25
29159;0.53;21
29170;0.53;20
29181;0.53;24
29192;0.53;25
29203;0.53;23
29214;0.53;25
29225;0.53;26
29237;0.53;25
29248;0.53;28
29258;0.53;27
29270;0.53;29
29281;0.53;29
29292;0.53;30
29303;0.53;29
29315;0.53;32
29325;0.53;34
29336;0.53;32
29347;0.53;35
29359;0.53;34
29370;0.53;38
29381;0.53;38
29391;0.53;41
29403;0.53;41
29414;0.53;44
29425;0.53;43
29436;0.53;48
29448;0.53;51
29458;0.53;51
29469;0.53;51
29480;0.53;53
29492;0.53;54
29503;0.53;56
29514;0.53;59
29527;0.53;63
29538;0.53;61
29550;0.53;65
29561;0.69;65
29574;0.69;69
29585;0.69;69
29597;0.69;74
29608;0.69;74
29621;0.69;75
29632;0.69;78
29644;0.69;79
29656;0.69;80
29668;0.69;77
29679;0.69;82
29691;0.69;82
29703;0.69;84
29715;0.69;83
29726;0.69;83
29739;0.69;82
29750;0.69;83
29762;0.69;84
29773;0.69;82
29786;0.69;79
29797;0.69;80
29809;0.69;78
29820;0.69;78
29833;0.69;73
29844;0.69;73
29856;0.69;72
29868;0.69;69
29880;0.69;67
29891;0.69;66
29903;0.69;66
29915;0.69;62
29927;0.69;62
29938;0.69;59
29950;0.69;57
29962;0.69;55
29973;0.69;53
29984;0.69;50
29996;0.69;47
30007;0.69;46
30017;0.69;45
30028;0.69;41
30040;0.69;38
30051;0.69;35
30062;0.53;31
30073;0.53;30
30084;0.53;28
30095;0.53;28
30106;0.53;24
30117;0.53;24
30129;0.53;22
30140;0.53;21
30150;0.53;22
30161;0.53;23
30173;0.53;25
30184;0.53;27
30195;0.53;27
30206;0.53;28
30217;0.53;26
30228;0.53;27
30239;0.53;26
30251;0.53;28
30262;0.53;28
30273;0.53;27
30283;0.53;28
30295;0.53;30
30306;0.53;31
30317;0.53;31
30328;0.53;35
30340;0.53;33
30350;0.53;35
30361;0.53;37
30372;0.53;36
30384;0.53;37
30395;0.53;38
30406;0.53;38
30416;0.53;40
30428;0.53;42
30439;0.53;46
30450;0.53;45
30461;0.53;46
30473;0.53;49
30483;0.53;49
30494;0.53;51
30505;0.53;50
30517;0.53;54
30528;0.53;56
30539;0.53;56
30552;0.53;59
30563;0.69;62
30575;0.69;62
30586;0.69;65
30599;0.69;66
30610;0.69;68
30622;0.69;71
30633;0.69;73
30646;0.69;73
30657;0.69;78
30669;0.69;77
30681;0.69;78
30695;0.69;80
30706;0.69;83
30718;0.69;82
30730;0.69;84
30742;0.69;85
30753;0.69;85
30766;0.69;85
30777;0.69;85
30789;0.69;86
30800;0.69;82
30813;0.69;86
30824;0.69;84
30836;0.69;84
30848;0.69;83
30860;0.69;79
30871;0.69;81
30883;0.69;77
30895;0.69;77
30907;0.69;78
30918;0.69;76
30930;0.69;71
30942;0.69;71
30954;0.69;70
30965;0.69;69
30978;0.69;67
30989;0.69;63
31001;0.69;64
31012;0.69;58
31025;0.69;59
31036;0.69;56
31048;0.69;58
31059;0.53;55
31071;0.53;56
31082;0.53;53
31093;0.53;51
31105;0.53;50
31115;0.53;47
31126;0.53;46
31137;0.53;44
31149;0.53;41
31160;0.53;41
31171;0.53;40
31181;0.53;37
31193;0.53;35
31204;0.53;35
31215;0.53;34
31226;0.53;32
31238;0.53;33
31248;0.53;30
31259;0.53;30
31270;0.53;31
31282;0.53;30
31293;0.53;30
31304;0.53;30
31314;0.53;30
31326;0.53;32
31337;0.53;31
31348;0.53;32
31360;0.53;33
31371;0.53;35
31381;0.53;36
31392;0.53;39
31404;0.53;39
31415;0.53;42
31426;0.53;43
31437;0.53;44
31448;0.53;45
31459;0.53;47
31470;0.53;52
31481;0.53;51
31493;0.53;51
31504;0.53;54
31514;0.53;56
31526;0.53;58
31538;0.53;61
31550;0.53;62
31561;0.69;66
31574;0.69;66
31585;0.69;69
31597;0.69;71
31608;0.69;73
31621;0.69;76
31632;0.69;72
31644;0.69;78
31655;0.69;79
31668;0.69;80
31679;0.69;83
31691;0.69;82
31703;0.69;86
31715;0.69;86
31726;0.69;86
31738;0.69;89
31750;0.69;84
31762;0.69;85
31773;0.69;85
31785;0.69;85
31797;0.69;85
31809;0.69;84
31820;0.69;84
31833;0.69;82
31844;0.69;83
31856;0.69;81
31867;0.69;76
31880;0.69;76
31891;0.69;74
31903;0.69;72
31915;0.69;69
31927;0.69;68
31938;0.69;67
31950;0.69;65
31962;0.69;62
31974;0.69;63
31985;0.69;60
31997;0.69;56
32009;0.69;56
32021;0.69;53
32032;0.69;52
32044;0.69;48
32054;0.69;45
32065;0.53;45
32076;0.53;39
32088;0.53;39
32099;0.53;36
32110;0.53;34
32120;0.53;32
32132;0.53;29
32143;0.53;26
32154;0.53;23
32165;0.53;22
32177;0.53;23
32187;0.53;21
32198;0.53;23
32209;0.53;22
32221;0.53;24
32232;0.53;25
32243;0.53;24
32253;0.53;28
32265;0.53;26
32276;0.53;26
32287;0.53;27
32299;0.53;27
32310;0.53;30
32320;0.53;31
32331;0.53;31
32343;0.53;32
32354;0.53;33
32365;0.53;33
32376;0.53;36
32387;0.53;36
32398;0.53;39
32409;0.53;41
32420;0.53;44
32432;0.53;45
32443;0.53;46
32453;0.53;48
32464;0.53;49
32476;0.53;53
32487;0.53;52
32498;0.53;55
32509;0.53;54
32520;0.53;57
32531;0.53;57
32543;0.53;58
32555;0.53;62
32567;0.69;63
32578;0.69;65
32590;0.69;65
32602;0.69;68
32614;0.69;69
32625;0.69;71
32637;0.69;75
32649;0.69;72
32661;0.69;75
32672;0.69;76
32685;0.69;78
32696;0.69;82
32708;0.69;80
32719;0.69;82
32732;0.69;81
32743;0.69;81
32755;0.69;80
32766;0.69;81
32779;0.69;80
32790;0.69;77
32802;0.69;78
32814;0.69;77
32826;0.69;77
32837;0.69;77
32849;0.69;74
32861;0.69;73
32873;0.69;72
32884;0.69;73
32897;0.69;66
32908;0.69;68
32920;0.69;65
32931;0.69;64
32944;0.69;61
32955;0.69;59
32967;0.69;59
32978;0.69;58
32990;0.69;54
33001;0.69;54
33012;0.69;50
33024;0.69;46
33034;0.69;47
33045;0.69;43
33056;0.69;38
33068;0.53;38
33079;0.53;35
33090;0.53;29
33100;0.53;28
33112;0.53;26
33123;0.53;24
33134;0.53;21
33145;0.53;22
33157;0.53;21
33167;0.53;23
33178;0.53;24
33189;0.53;23
33201;0.53;26
33212;0.53;24
33223;0.53;23
33233;0.53;25
33245;0.53;28
33256;0.53;26
33267;0.53;27
33278;0.53;28
33290;0.53;28
33300;0.53;28
33311;0.53;31
33323;0.53;31
33334;0.53;32
33345;0.53;32
33356;0.53;36
33367;0.53;38
33378;0.53;40
33389;0.53;39
33400;0.53;43
33412;0.53;44
33423;0.53;45
33433;0.53;50
33444;0.53;50
33456;0.53;52
33467;0.53;56
33478;0.53;56
33489;0.53;55
33501;0.53;58
33513;0.53;58
33524;0.53;63
33537;0.53;64
33548;0.53;65
33560;0.69;69
33571;0.69;69
33584;0.69;71
33595;0.69;75
33609;0.69;78
33620;0.69;78
33633;0.69;79
33644;0.69;81
33656;0.69;83
33668;0.69;84
33680;0.69;86
33691;0.69;88
33703;0.69;90
33715;0.69;89
33727;0.69;90
33738;0.69;90
33751;0.69;88
33762;0.69;91
33774;0.69;90
33785;0.69;88
33798;0.69;87
33809;0.69;88
33821;0.69;85
33832;0.69;89
33845;0.69;87
33856;0.69;84
33868;0.69;83
33880;0.69;80
33892;0.69;77
33903;0.69;77
33915;0.69;76
33927;0.69;76
33939;0.69;70
33950;0.69;69
33963;0.69;73
33974;0.69;65
33986;0.69;62
33997;0.69;61
34010;0.69;59
34021;0.69;58
34033;0.69;56
34044;0.69;56
34056;0.69;51
34067;0.53;51
34078;0.53;50
34088;0.53;46
34100;0.53;45
34111;0.53;43
34122;0.53;39
34134;0.53;36
34145;0.53;35
34155;0.53;32
34166;0.53;31
34178;0.53;30
34189;0.53;30
34200;0.53;26
34211;0.53;26
34222;0.53;26
34233;0.53;24
34244;0.53;22
34255;0.53;21
34267;0.53;22
34278;0.53;22
34288;0.53;21
34299;0.53;23
34311;0.53;24
34322;0.53;25
34333;0.53;26
34344;0.53;27
34355;0.53;28
34366;0.53;28
34377;0.53;30
34388;0.53;27
34400;0.53;32
34411;0.53;31
34421;0.53;34
34433;0.53;36
34444;0.53;35
34455;0.53;38
34466;0.53;41
34478;0.53;40
34488;0.53;45
34499;0.53;46
34510;0.53;48
34522;0.53;51
34533;0.53;49
34544;0.53;53
34554;0.53;55
34567;0.69;57
34578;0.69;59
34589;0.69;62
34601;0.69;60
34613;0.69;60
34625;0.69;65
34636;0.69;66
34649;0.69;66
34660;0.69;69 
34672;0.69;69
34683;0.69;70
34696;0.69;73
34707;0.69;72
34719;0.69;75
34731;0.69;74
34743;0.69;73
34754;0.69;74
34766;0.69;75
34778;0.69;75
34790;0.69;74
34801;0.69;74
34813;0.69;74
34825;0.69;69
34837;0.69;70
34848;0.69;71
34861;0.69;67
34872;0.69;64
34884;0.69;65
34895;0.69;62
34908;0.69;62
34919;0.69;60
34931;0.69;59
34942;0.69;57
34955;0.69;56
34966;0.69;52
34977;0.69;52
34989;0.69;53 
35000;0.69;48
35011;0.69;50
35021;0.69;45
35033;0.69;45
35044;0.69;41
35055;0.69;42
35066;0.53;37
35078;0.53;38
35088;0.53;35
35099;0.53;34
35110;0.53;31
35122;0.53;30
35133;0.53;26
35144;0.53;24
35154;0.53;24
35166;0.53;23
35177;0.53;22
35188;0.53;22
35200;0.53;24
35211;0.53;23
35221;0.53;24
35232;0.53;24
35244;0.53;23
35255;0.53;26 
35266;0.53;26
35277;0.53;25
35288;0.53;27
35299;0.53;30
35310;0.53;29
35321;0.53;30
35333;0.53;30
35344;0.53;30
35354;0.53;32
35365;0.53;31
35377;0.53;35
35388;0.53;35
35399;0.53;37
35410;0.53;38
35421;0.53;37
35432;0.53;41
35443;0.53;43
35454;0.53;43
35466;0.53;48
35477;0.53;47
35487;0.53;49
35499;0.53;50
35510;0.53;51
35521;0.53;53 
35532;0.53;55
35544;0.53;59
35556;0.53;60
35567;0.69;61
35579;0.69;63
35591;0.69;66
35603;0.69;67
35614;0.69;69
35627;0.69;71
35638;0.69;72
35650;0.69;75
35661;0.69;75
35674;0.69;73
35685;0.69;78
35697;0.69;76
35708;0.69;79 
35721;0.69;79
35732;0.69;79
35744;0.69;80
35756;0.69;81
35768;0.69;80
35779;0.69;81
35791;0.69;80
35803;0.69;80
35815;0.69;76
35826;0.69;75
35838;0.69;77
35850;0.69;74
35862;0.69;73
35873;0.69;69
35886;0.69;69
35897;0.69;69 
35909;0.69;68
35920;0.69;66
35933;0.69;63
35944;0.69;62
35956;0.69;59
35968;0.69;58
35980;0.69;57
35991;0.69;54
36002;0.69;53
36014;0.69;50
36025;0.69;48
36036;0.69;44
36046;0.69;42
36058;0.69;40
36069;0.53;39
36080;0.53;37
36091;0.53;33
36103;0.53;31
36113;0.53;29
36124;0.53;26
36135;0.53;25
36147;0.53;23
36158;0.53;21
36169;0.53;22
